id,name,manufacturer,pack,weight,height,width,length,cost
1626,Duck Lake High Quality Blue Medium Stapler,Duck Lake,10,144,4.5,2.7,3.6,88.26
1627,Tiny Generic Pencils,Offices-R-Us,530,2544,1.5,0.9,1.2,79.18
1628,Duck Lake Brown Medium Pencils,Duck Lake,440,3520,2.5,1.5,2,120.67
1629,Blue Small Post It Notes,6% Solution,3,4.8,0.5,0.3,0.4,0.83
1630,Generic Blue Medium Paperweights by WizBang,WizBang,10,128,4,2.4,3.2,34.13
1631,Duck Lake Red Large Pencils,Duck Lake,560,5376,3,1.8,2.4,102.99
1632,High Quality Tiny Pink Tablets,Offices-R-Us,940,7520,2.5,1.5,2,647.57
1633,Green High Quality Large Tablets by WizBang,WizBang,850,10880,4,2.4,3.2,548.92
1634,High Quality White Medium Post It Notes,Offices-R-Us,96,307.2,1,0.6,0.8,42.27
1635,Duck Lake Medium Red High Quality Pencils,Duck Lake,190,1520,2.5,1.5,2,45.23
1636,Red Large Tablets by WizBang,WizBang,770,9856,4,2.4,3.2,460.71
1637,Duck Lake Black Medium High Quality Paperclips,Duck Lake,470,2256,1.5,0.9,1.2,131.49
1638,Generic Tiny Post It Notes,6% Solution,13,20.8,0.5,0.3,0.4,0.1
1639,High Quality Large Ink Pens,6% Solution,240,2688,3.5,2.1,2.8,102.61
1640,Tiny High Quality White Post It Notes,6% Solution,45,72,0.5,0.3,0.4,17
1641,Blue Generic Tiny Pencils,6% Solution,350,1680,1.5,0.9,1.2,58.11
1642,Small Blue Pencils,6% Solution,450,2880,2,1.2,1.6,87.69
1643,Generic Blue Medium Thumbtacks,Offices-R-Us,400,2560,2,1.2,1.6,75.98
1644,Duck Lake Red Generic Tiny Stapler,Duck Lake,3,33.6,3.5,2.1,2.8,29.28
1645,White High Quality Large Paperweights,Offices-R-Us,10,144,4.5,2.7,3.6,37.98
1646,High Quality Brown Small Paperclips,Offices-R-Us,550,1760,1,0.6,0.8,106.99
1647,Generic Green Tiny Post It Notes by WizBang,WizBang,53,84.8,0.5,0.3,0.4,3.52
1648,Generic White Paperweights,6% Solution,6,57.6,3,1.8,2.4,22.33
1649,Large Blue Post It Notes by WizBang,WizBang,55,264,1.5,0.9,1.2,20.11
1650,Red Small High Quality Thumbtacks,Offices-R-Us,830,3984,1.5,0.9,1.2,74.53
1651,Black High Quality Tiny Post It Notes,6% Solution,36,57.6,0.5,0.3,0.4,11.78
1652,High Quality Pink Small Pencils by WizBang,WizBang,550,3520,2,1.2,1.6,203.13
1653,Pink Medium High Quality Post It Notes,6% Solution,45,144,1,0.6,0.8,25.36
1654,High Quality Medium Black Thumbtacks,6% Solution,160,1024,2,1.2,1.6,60.98
1655,Duck Lake Generic Red Medium Ink Pens,Duck Lake,250,2400,3,1.8,2.4,83.52
1656,Large Generic Pencils by Deep Office Supplies,Deep Office Supplies,710,6816,3,1.8,2.4,268.46
1657,Medium High Quality Black Tablets by WizBang,WizBang,530,5936,3.5,2.1,2.8,431.45
1658,Duck Lake High Quality Green Small Paperclips,Duck Lake,320,1024,1,0.6,0.8,44.31
1659,High Quality Green Tiny Paperclips,6% Solution,730,1168,0.5,0.3,0.4,56.5
1660,Generic Large White Stapler,Offices-R-Us,3,48,5,3,4,31.42
1661,Black Generic Tiny Pencils by Deep Office Supplies,Deep Office Supplies,760,3648,1.5,0.9,1.2,153.74
1662,Green Large High Quality Paperclips by WizBang,WizBang,160,1024,2,1.2,1.6,41.54
1663,Small Black High Quality Ink Pens,6% Solution,690,5520,2.5,1.5,2,273.85
1664,High Quality Large White Thumbtacks by WizBang,WizBang,350,2800,2.5,1.5,2,141.19
1665,Tiny White Ink Pens by WizBang,WizBang,480,3072,2,1.2,1.6,210.47
1666,Duck Lake High Quality Green Large Paperweights,Duck Lake,4,57.6,4.5,2.7,3.6,15.62
1667,Red High Quality Small Paperweights,Offices-R-Us,1,11.2,3.5,2.1,2.8,4.23
1668,Generic Small Black Paperweights,6% Solution,10,112,3.5,2.1,2.8,34.9
1669,Green High Quality Paperweights by WizBang,WizBang,2,22.4,3.5,2.1,2.8,8.07
1670,Generic Brown Large Paperweights by Deep Office Supplies,Deep Office Supplies,8,115.2,4.5,2.7,3.6,29.36
1671,Duck Lake Blue Large Paperweights,Duck Lake,8,115.2,4.5,2.7,3.6,29.36
1672,Blue Tiny Thumbtacks,Offices-R-Us,150,480,1,0.6,0.8,27.98
1673,Tiny Generic Paperclips by Deep Office Supplies,Deep Office Supplies,680,1088,0.5,0.3,0.4,124.68
1674,Duck Lake Tiny High Quality Red Stapler,Duck Lake,3,33.6,3.5,2.1,2.8,29.55
1675,Small High Quality Green Paperweights by Deep Office Supplies,Deep Office Supplies,3,33.6,3.5,2.1,2.8,11.57
1676,High Quality Red Medium Paperweights by WizBang,WizBang,5,64,4,2.4,3.2,18.18
1677,Tiny Pink Generic Paperweights,Offices-R-Us,4,38.4,3,1.8,2.4,15.97
1678,Generic Large Brown Ink Pens by Deep Office Supplies,Deep Office Supplies,430,4816,3.5,2.1,2.8,193.97
1679,Large Generic Red Post It Notes,6% Solution,56,268.8,1.5,0.9,1.2,10.37
1680,Duck Lake High Quality Black Small Stapler,Duck Lake,9,115.2,4,2.4,3.2,81.22
1681,Medium Black Generic Thumbtacks by WizBang,WizBang,830,5312,2,1.2,1.6,183.38
1682,Pink High Quality Tiny Paperclips by Deep Office Supplies,Deep Office Supplies,960,1536,0.5,0.3,0.4,218.72
1683,Black Tiny Generic Post It Notes,Offices-R-Us,30,48,0.5,0.3,0.4,8.12
1684,Duck Lake Medium Blue Generic Paperclips,Duck Lake,870,4176,1.5,0.9,1.2,120.1
1685,Duck Lake High Quality Brown Tiny Stapler,Duck Lake,9,100.8,3.5,2.1,2.8,79.82
1686,Tiny High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,9,86.4,3,1.8,2.4,29.03
1687,Generic Large Ink Pens,Offices-R-Us,370,4144,3.5,2.1,2.8,127.91
1688,Large High Quality Pencils,Offices-R-Us,260,2496,3,1.8,2.4,92.44
1689,Generic Tiny Paperweights,Offices-R-Us,7,67.2,3,1.8,2.4,23.87
1690,Duck Lake Brown Generic Large Paperclips,Duck Lake,220,1408,2,1.2,1.6,63.56
1691,White Small Generic Post It Notes,6% Solution,93,148.8,0.5,0.3,0.4,31.02
1692,Duck Lake Small High Quality Brown Pencils,Duck Lake,980,6272,2,1.2,1.6,213.77
1693,Duck Lake Pink Medium Generic Paperweights,Duck Lake,7,89.6,4,2.4,3.2,27.26
1694,Green Medium Generic Stapler by WizBang,WizBang,5,72,4.5,2.7,3.6,47.27
1695,Generic White Medium Tablets by WizBang,WizBang,570,6384,3.5,2.1,2.8,454.95
1696,Small Generic Blue Post It Notes by Deep Office Supplies,Deep Office Supplies,77,123.2,0.5,0.3,0.4,13.5
1697,Small Generic Black Paperweights,6% Solution,6,67.2,3.5,2.1,2.8,22.33
1698,Generic Medium Post It Notes,6% Solution,49,156.8,1,0.6,0.8,24.24
1699,Generic Blue Medium Pencils by Deep Office Supplies,Deep Office Supplies,830,6640,2.5,1.5,2,163.51
1700,Duck Lake Tiny High Quality White Ink Pens,Duck Lake,710,4544,2,1.2,1.6,279.47
1701,Medium Red Generic Paperclips by WizBang,WizBang,750,3600,1.5,0.9,1.2,57.59
1702,Green Medium Generic Post It Notes by WizBang,WizBang,14,44.8,1,0.6,0.8,3.19
1703,Blue Medium High Quality Post It Notes by WizBang,WizBang,78,249.6,1,0.6,0.8,22.45
1704,High Quality Tiny Blue Paperweights by Deep Office Supplies,Deep Office Supplies,1,9.6,3,1.8,2.4,4.33
1705,Duck Lake Pink High Quality Small Tablets,Duck Lake,290,2784,3,1.8,2.4,286.83
1706,Small Red Generic Post It Notes,Offices-R-Us,25,40,0.5,0.3,0.4,1.86
1707,Large Brown High Quality Pencils,Offices-R-Us,600,5760,3,1.8,2.4,194.75
1708,Duck Lake Brown Generic Small Thumbtacks,Duck Lake,680,3264,1.5,0.9,1.2,112.07
1709,Duck Lake Generic Green Thumbtacks,Duck Lake,530,2544,1.5,0.9,1.2,54.1
1710,Generic Green Thumbtacks,6% Solution,850,2720,1,0.6,0.8,48.11
1711,Large Generic Red Paperclips by WizBang,WizBang,240,1536,2,1.2,1.6,35.49
1712,Tiny High Quality Ink Pens,Offices-R-Us,670,4288,2,1.2,1.6,151.17
1713,Medium Green Tablets,Offices-R-Us,180,2016,3.5,2.1,2.8,154.38
1714,Duck Lake Tiny Green Paperclips,Duck Lake,960,1536,0.5,0.3,0.4,38.25
1715,Large White Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,640,7168,3.5,2.1,2.8,304.82
1716,Brown Generic Small Ink Pens by Deep Office Supplies,Deep Office Supplies,410,3280,2.5,1.5,2,154.51
1717,High Quality Small Green Pencils by Deep Office Supplies,Deep Office Supplies,250,1600,2,1.2,1.6,56.08
1718,High Quality Brown Medium Paperweights,Offices-R-Us,4,51.2,4,2.4,3.2,15.97
1719,Tiny Brown Ink Pens by WizBang,WizBang,150,960,2,1.2,1.6,63.31
1720,Brown Generic Paperweights by WizBang,WizBang,3,38.4,4,2.4,3.2,12.11
1721,Generic Medium Paperclips,Offices-R-Us,740,3552,1.5,0.9,1.2,57.05
1722,Generic White Small Paperclips,6% Solution,160,512,1,0.6,0.8,49.42
1723,Red Tiny Generic Tablets,6% Solution,300,2400,2.5,1.5,2,191.28
1724,High Quality Red Small Stapler,6% Solution,5,64,4,2.4,3.2,46.85
1725,Generic Pink Large Paperclips,6% Solution,610,3904,2,1.2,1.6,202.85
1726,Green High Quality Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,120,768,2,1.2,1.6,29.64
1727,White Small Generic Paperweights,6% Solution,5,56,3.5,2.1,2.8,19.44
1728,Duck Lake Medium Generic Thumbtacks,Duck Lake,900,5760,2,1.2,1.6,193.94
1729,Black High Quality Stapler by Deep Office Supplies,Deep Office Supplies,3,33.6,3.5,2.1,2.8,30.62
1730,Black High Quality Medium Post It Notes,6% Solution,79,252.8,1,0.6,0.8,31.58
1731,Medium Blue Tablets by WizBang,WizBang,810,9072,3.5,2.1,2.8,504.08
1732,Pink Generic Small Thumbtacks,6% Solution,730,3504,1.5,0.9,1.2,192.47
1733,Duck Lake Tiny Generic Black Pencils,Duck Lake,380,1824,1.5,0.9,1.2,92.7
1734,Large Black Stapler by Deep Office Supplies,Deep Office Supplies,5,80,5,3,4,49.36
1735,Red Tiny Thumbtacks,Offices-R-Us,690,2208,1,0.6,0.8,17.66
1736,Brown Large High Quality Pencils,Offices-R-Us,330,3168,3,1.8,2.4,124.89
1737,Blue Tiny High Quality Tablets by WizBang,WizBang,650,5200,2.5,1.5,2,408.56
1738,Small High Quality Pencils,Offices-R-Us,570,3648,2,1.2,1.6,83.5
1739,Blue Small High Quality Paperweights by WizBang,WizBang,7,78.4,3.5,2.1,2.8,25
1740,Red Generic Medium Tablets,Offices-R-Us,510,5712,3.5,2.1,2.8,323.43
1741,Duck Lake High Quality Small Pink Pencils,Duck Lake,770,4928,2,1.2,1.6,258.45
1742,Blue Generic Ink Pens,6% Solution,470,4512,3,1.8,2.4,171.05
1743,Duck Lake Medium Generic Red Paperclips,Duck Lake,540,2592,1.5,0.9,1.2,45.49
1744,Tiny Green Thumbtacks by Deep Office Supplies,Deep Office Supplies,740,2368,1,0.6,0.8,68.78
1745,High Quality White Tablets by Deep Office Supplies,Deep Office Supplies,290,3248,3.5,2.1,2.8,286.83
1746,Green Small Pencils,6% Solution,970,6208,2,1.2,1.6,121.42
1747,Duck Lake Brown High Quality Tiny Stapler,Duck Lake,1,11.2,3.5,2.1,2.8,11.37
1748,High Quality Red Tiny Paperweights,Offices-R-Us,5,48,3,1.8,2.4,17.34
1749,Medium Generic Tablets,Offices-R-Us,620,6944,3.5,2.1,2.8,483.47
1750,Green Large Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,870,9744,3.5,2.1,2.8,265.95
1751,Duck Lake White Tiny High Quality Thumbtacks,Duck Lake,560,1792,1,0.6,0.8,138.58
1752,Red High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,710,4544,2,1.2,1.6,91.18
1753,Medium High Quality Blue Tablets by WizBang,WizBang,310,3472,3.5,2.1,2.8,262.24
1754,Small High Quality White Stapler by WizBang,WizBang,8,102.4,4,2.4,3.2,73.92
1755,Generic Small Pink Ink Pens by WizBang,WizBang,570,4560,2.5,1.5,2,259.54
1756,Duck Lake Generic White Medium Tablets,Duck Lake,110,1232,3.5,2.1,2.8,127.32
1757,Tiny High Quality Green Paperclips by WizBang,WizBang,890,1424,0.5,0.3,0.4,64.88
1758,Generic Tiny Pink Tablets,6% Solution,250,2000,2.5,1.5,2,233.35
1759,Green Tiny High Quality Pencils by Deep Office Supplies,Deep Office Supplies,780,3744,1.5,0.9,1.2,104.45
1760,White Generic Tiny Stapler,6% Solution,9,100.8,3.5,2.1,2.8,80.52
1761,Generic White Small Paperweights,Offices-R-Us,4,44.8,3.5,2.1,2.8,15.97
1762,High Quality Pink Tiny Paperclips,6% Solution,680,1088,0.5,0.3,0.4,171.98
1763,Duck Lake Red Large Post It Notes,Duck Lake,62,297.6,1.5,0.9,1.2,14.93
1764,Red Generic Medium Pencils by Deep Office Supplies,Deep Office Supplies,940,7520,2.5,1.5,2,118.85
1765,Black High Quality Ink Pens,Offices-R-Us,500,3200,2,1.2,1.6,197.97
1766,Red Small Ink Pens by WizBang,WizBang,180,1440,2.5,1.5,2,64.55
1767,Medium Pink Generic Thumbtacks,6% Solution,310,1984,2,1.2,1.6,115.5
1768,Small Generic Red Stapler,Offices-R-Us,8,102.4,4,2.4,3.2,70.12
1769,Duck Lake High Quality Blue Medium Tablets,Duck Lake,870,9744,3.5,2.1,2.8,557.82
1770,Generic Blue Large Post It Notes,6% Solution,88,422.4,1.5,0.9,1.2,24.79
1771,Medium Generic Stapler,Offices-R-Us,5,72,4.5,2.7,3.6,49.36
1772,Duck Lake Medium High Quality Tablets,Duck Lake,910,10192,3.5,2.1,2.8,604.35
1773,Small Red High Quality Paperweights,6% Solution,10,112,3.5,2.1,2.8,32.59
1774,Large Green Tablets,Offices-R-Us,620,7936,4,2.4,3.2,417.07
1775,Medium Red Generic Paperweights by Deep Office Supplies,Deep Office Supplies,10,128,4,2.4,3.2,32.59
1776,Small High Quality White Tablets by Deep Office Supplies,Deep Office Supplies,780,7488,3,1.8,2.4,569.13
1777,Generic Medium Red Post It Notes,6% Solution,24,76.8,1,0.6,0.8,3.44
1778,High Quality Green Large Ink Pens,Offices-R-Us,690,7728,3.5,2.1,2.8,249.96
1779,Large Brown Stapler by WizBang,WizBang,5,80,5,3,4,48.94
1780,High Quality Green Small Tablets by Deep Office Supplies,Deep Office Supplies,170,1632,3,1.8,2.4,147.53
1781,Duck Lake Red Tiny Paperclips,Duck Lake,990,1584,0.5,0.3,0.4,39.06
1782,Red Medium Generic Paperweights by WizBang,WizBang,7,89.6,4,2.4,3.2,23.87
1783,Medium Blue High Quality Tablets,Offices-R-Us,200,2240,3.5,2.1,2.8,186.58
1784,Small Blue Generic Post It Notes by Deep Office Supplies,Deep Office Supplies,92,147.2,0.5,0.3,0.4,15.62
1785,Duck Lake Small White Generic Paperclips,Duck Lake,540,1728,1,0.6,0.8,125.6
1786,Black Small Thumbtacks,6% Solution,850,4080,1.5,0.9,1.2,186.44
1787,Brown Tiny High Quality Ink Pens,6% Solution,520,3328,2,1.2,1.6,184.28
1788,Duck Lake Small High Quality White Tablets,Duck Lake,290,2784,3,1.8,2.4,274.27
1789,Duck Lake High Quality Small White Stapler,Duck Lake,10,128,4,2.4,3.2,89.8
1790,Duck Lake Large White High Quality Ink Pens,Duck Lake,430,4816,3.5,2.1,2.8,244.74
1791,Duck Lake Generic Brown Large Post It Notes,Duck Lake,57,273.6,1.5,0.9,1.2,20.71
1792,High Quality Tiny Green Paperweights,Offices-R-Us,1,9.6,3,1.8,2.4,4.23
1793,Duck Lake Pink Generic Large Post It Notes,Duck Lake,3,14.4,1.5,0.9,1.2,2.43
1794,Duck Lake Red Generic Large Tablets,Duck Lake,780,9984,4,2.4,3.2,464.9
1795,Medium Generic Green Paperclips by WizBang,WizBang,230,1104,1.5,0.9,1.2,34.33
1796,Tiny Green Generic Paperweights,Offices-R-Us,4,38.4,3,1.8,2.4,14.24
1797,Pink Small Generic Pencils,Offices-R-Us,590,3776,2,1.2,1.6,192.4
1798,Red Small Generic Pencils,Offices-R-Us,420,2688,2,1.2,1.6,50.04
1799,Small White Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,360,2880,2.5,1.5,2,169.72
1800,Small Generic Brown Paperclips,6% Solution,850,2720,1,0.6,0.8,118.18
1801,Generic White Tiny Ink Pens,6% Solution,850,5440,2,1.2,1.6,289.38
1802,Large Green Pencils by WizBang,WizBang,430,4128,3,1.8,2.4,118.62
1803,Small Generic Brown Ink Pens by Deep Office Supplies,Deep Office Supplies,380,3040,2.5,1.5,2,145.94
1804,Generic Medium Brown Pencils by WizBang,WizBang,480,3840,2.5,1.5,2,128.72
1805,Duck Lake Brown Generic Paperweights,Duck Lake,1,11.2,3.5,2.1,2.8,4.43
1806,Blue Large Thumbtacks by Deep Office Supplies,Deep Office Supplies,310,2480,2.5,1.5,2,75.85
1807,Duck Lake Tiny Blue Generic Thumbtacks,Duck Lake,900,2880,1,0.6,0.8,78.82
1808,Generic Tiny Brown Thumbtacks,Offices-R-Us,670,2144,1,0.6,0.8,87.5
1809,Duck Lake Small High Quality Black Paperclips,Duck Lake,490,1568,1,0.6,0.8,116.95
1810,Brown High Quality Large Tablets by Deep Office Supplies,Deep Office Supplies,220,2816,4,2.4,3.2,221.34
1811,High Quality Pink Small Paperclips,6% Solution,190,608,1,0.6,0.8,74.7
1812,Duck Lake Black Generic Small Stapler,Duck Lake,6,76.8,4,2.4,3.2,56.47
1813,Small Black Generic Paperclips,Offices-R-Us,610,1952,1,0.6,0.8,115.34
1814,High Quality Large Blue Paperclips,6% Solution,200,1280,2,1.2,1.6,58.98
1815,Generic Tiny Red Pencils,6% Solution,170,816,1.5,0.9,1.2,16.61
1816,Duck Lake White Generic Medium Pencils,Duck Lake,220,1760,2.5,1.5,2,91.29
1817,Medium High Quality Red Tablets by Deep Office Supplies,Deep Office Supplies,610,6832,3.5,2.1,2.8,390.33
1818,Large Black Generic Pencils,Offices-R-Us,610,5856,3,1.8,2.4,197.09
1819,Large Black Post It Notes by WizBang,WizBang,80,384,1.5,0.9,1.2,31.91
1820,Duck Lake Medium Generic Red Thumbtacks,Duck Lake,820,5248,2,1.2,1.6,73.91
1821,Tiny High Quality Red Tablets by Deep Office Supplies,Deep Office Supplies,290,2320,2.5,1.5,2,198.92
1822,Small Brown Paperweights by WizBang,WizBang,8,89.6,3.5,2.1,2.8,28.1
1823,Small Green High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,7,78.4,3.5,2.1,2.8,24.44
1824,Small Pink High Quality Paperweights by WizBang,WizBang,5,56,3.5,2.1,2.8,20.28
1825,Black Large Thumbtacks,6% Solution,220,1760,2.5,1.5,2,78.43
1826,Tiny Green High Quality Ink Pens,6% Solution,230,1472,2,1.2,1.6,78.27
1827,White High Quality Tiny Stapler by Deep Office Supplies,Deep Office Supplies,2,22.4,3.5,2.1,2.8,21.53
1828,Generic Blue Post It Notes by WizBang,WizBang,32,51.2,0.5,0.3,0.4,4.39
1829,Green Medium Generic Pencils,Offices-R-Us,220,1760,2.5,1.5,2,50.76
1830,Green Large High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,8,115.2,4.5,2.7,3.6,28.73
1831,High Quality Small Pencils,6% Solution,460,2944,2,1.2,1.6,142.52
1832,Medium Black Paperclips,Offices-R-Us,680,3264,1.5,0.9,1.2,171.98
1833,Generic Brown Medium Stapler,6% Solution,10,144,4.5,2.7,3.6,88.26
1834,Generic Large Green Tablets by WizBang,WizBang,250,3200,4,2.4,3.2,210.95
1835,Tiny High Quality Black Stapler,6% Solution,2,22.4,3.5,2.1,2.8,21.34
1836,Tiny High Quality Green Ink Pens by Deep Office Supplies,Deep Office Supplies,950,6080,2,1.2,1.6,222.78
1837,High Quality Large Black Thumbtacks,Offices-R-Us,260,2080,2.5,1.5,2,100.87
1838,Red High Quality Tiny Thumbtacks,Offices-R-Us,990,3168,1,0.6,0.8,53.41
1839,Small Generic Thumbtacks by WizBang,WizBang,920,4416,1.5,0.9,1.2,138.45
1840,Small Generic Black Post It Notes,6% Solution,3,4.8,0.5,0.3,0.4,1.36
1841,Medium Pink High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,230,1472,2,1.2,1.6,102.18
1842,Duck Lake Generic Green Tiny Stapler,Duck Lake,5,56,3.5,2.1,2.8,46.43
1843,Large Pink High Quality Thumbtacks by WizBang,WizBang,670,5360,2.5,1.5,2,251.3
1844,Large Generic White Paperweights,6% Solution,10,144,4.5,2.7,3.6,37.21
1845,Pink High Quality Tiny Stapler,Offices-R-Us,3,33.6,3.5,2.1,2.8,31.15
1846,Black High Quality Large Post It Notes,6% Solution,85,408,1.5,0.9,1.2,38.26
1847,Brown High Quality Large Paperweights,6% Solution,8,115.2,4.5,2.7,3.6,30
1848,High Quality Pink Large Paperclips,Offices-R-Us,520,3328,2,1.2,1.6,200.1
1849,Duck Lake Green High Quality Large Paperweights,Duck Lake,5,72,4.5,2.7,3.6,19.02
1850,High Quality Red Small Post It Notes by Deep Office Supplies,Deep Office Supplies,49,78.4,0.5,0.3,0.4,6.29
1851,Red Medium High Quality Tablets,Offices-R-Us,200,2240,3.5,2.1,2.8,167.77
1852,Brown High Quality Post It Notes by WizBang,WizBang,7,11.2,0.5,0.3,0.4,2.88
1853,Medium Generic Thumbtacks by WizBang,WizBang,480,3072,2,1.2,1.6,68.67
1854,High Quality Brown Small Post It Notes by Deep Office Supplies,Deep Office Supplies,35,56,0.5,0.3,0.4,11.5
1855,Duck Lake Pink Small Generic Post It Notes,Duck Lake,59,94.4,0.5,0.3,0.4,24.81
1856,Medium Black Pencils by WizBang,WizBang,720,5760,2.5,1.5,2,197.25
1857,Generic Large Green Paperclips,6% Solution,760,4864,2,1.2,1.6,109.3
1858,High Quality Small Black Tablets,Offices-R-Us,220,2112,3,1.8,2.4,211.21
1859,Medium Brown Paperclips,6% Solution,320,1536,1.5,0.9,1.2,84.93
1860,Medium Green High Quality Tablets by WizBang,WizBang,240,2688,3.5,2.1,2.8,204.36
1861,Medium High Quality Ink Pens,6% Solution,820,7872,3,1.8,2.4,363.2
1862,Tiny Pink Ink Pens by Deep Office Supplies,Deep Office Supplies,800,5120,2,1.2,1.6,303.95
1863,Tiny Pink Generic Paperweights by WizBang,WizBang,3,28.8,3,1.8,2.4,12.38
1864,Duck Lake Pink Large High Quality Stapler,Duck Lake,8,128,5,3,4,75.82
1865,Generic Small White Ink Pens,6% Solution,970,7760,2.5,1.5,2,347.12
1866,Black High Quality Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,750,4800,2,1.2,1.6,196.18
1867,Red Generic Large Pencils,6% Solution,730,7008,3,1.8,2.4,124.57
1868,Black Generic Stapler by Deep Office Supplies,Deep Office Supplies,3,48,5,3,4,31.15
1869,Duck Lake Red Tiny Generic Stapler,Duck Lake,9,100.8,3.5,2.1,2.8,77.01
1870,Duck Lake High Quality Large Black Ink Pens,Duck Lake,100,1120,3.5,2.1,2.8,72.61
1871,Blue High Quality Tablets by WizBang,WizBang,130,1040,2.5,1.5,2,119.04
1872,Green High Quality Pencils by WizBang,WizBang,830,7968,3,1.8,2.4,190.72
1873,Large Generic Brown Post It Notes,Offices-R-Us,52,249.6,1.5,0.9,1.2,19.19
1874,High Quality Large Ink Pens,6% Solution,260,2912,3.5,2.1,2.8,109.19
1875,Red Medium Generic Ink Pens by WizBang,WizBang,190,1824,3,1.8,2.4,67.37
1876,Tiny Generic Black Paperclips by Deep Office Supplies,Deep Office Supplies,630,1008,0.5,0.3,0.4,95.65
1877,Duck Lake Medium Generic Paperclips,Duck Lake,860,4128,1.5,0.9,1.2,174.92
1878,Tiny Generic Brown Paperclips,6% Solution,890,1424,0.5,0.3,0.4,93.44
1879,Medium Blue Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,970,9312,3,1.8,2.4,286.54
1880,Generic Red Large Ink Pens,6% Solution,550,6160,3.5,2.1,2.8,171.7
1881,High Quality Large Stapler,6% Solution,3,48,5,3,4,31.42
1882,Red High Quality Paperweights,Offices-R-Us,6,67.2,3.5,2.1,2.8,20.85
